major_minor,course_id,course_code,course_name,description,credits_min,credits_max,prerequisites,corequisites,postrequisites,schedule_link,notes
Bioengineering,5287,CHEM 232,Elementary Organic Chemistry I,"Presents structural and mechanistic chemistry with emphasis on applications of this material to closely related areas. For students in agricultural, nutritional and biological sciences, as well as premedical, predental, and preveterinary programs. One-term survey course; may be followed by CHEM 332. Course Information: Credit is not given for both CHEM 232 and CHEM 236. 3 hours of credit is an option for those not registered in a discussion-recitation section. 4 hours of credit requires registration in a discussion-recitation section and a live lecture or an online section. Prerequisite: CHEM 104 and CHEM 105, or CHEM 204.",4,4,CHEM104 CHEM105 CHEM204 CHEM204,,,https://courses.illinois.edu/schedule/terms/CHEM/232,
Bioengineering,5393,BIOE 302,Modeling Human Physiology,"Description, quantification, and modeling of human physiological systems, based on systems fundamentals. Components, relationships, and homeostatic controls of neural, musculoskeletal, respiratory, cardiovascular, endocrine, digestion, and renal-filtration systems. Application of mathematical modeling and MATLAB simulation to further understanding of the systems and relate physiological consequences to changes in environment or component function. Course Information: Prerequisite: BIOE 205 and one of MCB 252 or BIOE 206.",3,3,BIOE205 BIOE206,, BIOE303 BIOE400 BIOE420,https://courses.illinois.edu/schedule/terms/BIOE/302,
Bioengineering,5394,BIOE 303,Quantitative Physiology Lab,"Experiments involving the modeling and measurement of animal and human physiology systems. Use of computer simulations to provide mathematical descriptions of physiology behavior. Calibration and validation of models through hands-on experiments. Focus on quantitative measurement of neural, cardiovascular, respiratory, muscular, and endocrine system functions. Course Information: Prerequisite: Concurrent enrollment in BIOE 302 is allowed. Class Schedule Information: Departmental approval required for non-majors.",2,2,,BIOE302, BIOE400 BIOE420,https://courses.illinois.edu/schedule/terms/BIOE/303,
Bioengineering,5395,BIOE 476,Tissue Engineering,"Tissue engineering therapies for cell-based, material-based, and therapeutic-based solutions. Stem cells, immunology, and clinical applications. Course Information: 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 150 and BIOE 206.",3,3,MCB150 BIOE206,,,https://courses.illinois.edu/schedule/terms/BIOE/476,
Bioengineering,5396,BIOE 310,Comp Tools Bio Data,"Fundamental and applied statistics, including probability distributions, parameter estimation, descriptive statistics, hypothesis testing, and linear regression. Statistical methods in genomics including sequence analysis, gene expression data analysis, human genomic variation, regulatory genomics, and cancer genomics. Course Information: Credit is not given towards graduation for both BIOE 310 and IE 300. Prerequisite: BIOE 210 or MATH 257. Students in the BS-BIOE must take BIOE 210 as the prerequisite. Class Schedule Information: Departmental approval required for non-majors.",3,3,BIOE210 MATH257,,,https://courses.illinois.edu/schedule/terms/BIOE/310,
Bioengineering,5397,BIOE 360,Transport & Flow in Bioengrg,"Fundamentals of fluid dynamics and mass transport applied to analysis of biological systems. Quantitative understanding of microscopic to macroscopic phenomena in biological systems related to their sensing by imaging techniques. Molecular phenomena in both healthy tissue and disease using examples from cardiovascular problems and cancer using ultrasound, optical and MRI techniques. Course Information: Credit is not given for both BIOE 360 and any of CHBE 421, CHBE 451, or TAM 335. Prerequisite: BIOE 201 and MATH 285. Class Schedule Information: Departmental approval required for non-majors.",3,3,BIOE201 MATH285,,,https://courses.illinois.edu/schedule/terms/BIOE/360,
Bioengineering,5398,BIOE 414,Biomedical Instrumentation,"Engineering aspects of the detection, acquisition, processing, and display of signals from living systems; biomedical sensors for measurements of biopotentials, ions and gases in aqueous solution, force, displacement, blood pressure, blood flow, heart sounds, respiration, and temperature; therapeutic and prosthetic devices; medical imaging instrumentation. Course Information: Same as ECE 414. 3 undergraduate hours. 3 graduate hours. Prerequisite: BIOE 205, ECE 205 or ECE 210.",3,3,BIOE205 ECE205 ECE210,, BIOE415 BIOE400 BIOE420,https://courses.illinois.edu/schedule/terms/BIOE/414,"Prerequisite forBIOE 414is eitherBIOE 205,ECE 205orECE 210."
Bioengineering,5399,BIOE 415,Biomedical Instrumentation Lab,Laboratory to accompany BIOE 414. Use of sensors and medical instrumentation for static and dynamic biological inputs. Measurement of biomedical signals. Course Information: Same as ECE 415. 2 undergraduate hours. 2 graduate hours. Prerequisite: Credit or concurrent registration in BIOE 414.,2,2,BIOE414 ECE414,BIOE414 ECE414, BIOE400 BIOE420,https://courses.illinois.edu/schedule/terms/BIOE/415,
Bioengineering,8677,BIOE 400,Bioengineering Senior Design,,4,4,BIOE302 BIOE303 BIOE414 BIOE415,,,https://courses.illinois.edu/schedule/terms/BIOE/400,BIOE 400may be taken in either fall or spring semester of the fourth year.  The 4 hour free elective is taken the opposite semester.
Bioengineering,5401,BIOE 420,Intro Bio Control Systems,"Systems engineering approach to modeling physiological systems to examine natural biological control systems, homeostasis, and control through external medical devices. Introduces open loop and closed loop feedback control; Laplace and Fourier analysis of system behavior; impulse and steady state responses; physiological modeling and system identification; and stability. Includes biological systems for endocrine function, muscle position, neuronal circuits, and cardiovascular function. Mathematical modeling, Matlab and Simulink simulation, and physiological measurements to relate control systems to maintenance of internal environment. Course Information: 3 undergraduate hours. No graduate credit. Credit is not given for BIOE 420 if credit for AE 353, ECE 486, SE 320, or ME 340 has been earned. Prerequisite: BIOE 302, BIOE 303, BIOE 414, BIOE 415. Class Schedule Information: Departmental approval required for non-majors.",3,3,BIOE302 BIOE303 BIOE414 BIOE415,,,https://courses.illinois.edu/schedule/terms/BIOE/420,
Civil Engineering,7298,CEE 190,Project-Based Intro to CEE,"Allows first year and transfer students to explore topics in Civil and Environmental Engineering through a project-based learning format. The course also develops competencies in critical skills such as technical writing in CEE, data management and computation, and design thinking in a collaborative team environment. Course Information: Credit is not given for both CEE 190 and CEE 195.",4,4,,,,https://courses.illinois.edu/schedule/terms/CEE/190,
Civil Engineering,5178,ENG 100,Engineering Orientation,"Introduces students to the Grainger College of Engineering and their respective departments. Students will explore the academic environment at Illinois, developing skills that will aid in learning both inside and outside the classroom, build their leadership and collaborative skills, and build community inside and outside the classroom. Through class discussion and assignments, students will explore campus resources, examine and set goals for academic, personal, and professional development, and develop skills to work in diverse teams through a class project. Class Schedule Information: First-year students should enroll in the section corresponding to their major.",1,1,,,,https://courses.illinois.edu/schedule/terms/ENG/100,External transfer students takeENG 300.
Civil Engineering,5172,MATH 221,Calculus I,"First course in calculus and analytic geometry for students with some calculus background; basic techniques of differentiation and integration with applications including curve sketching; antidifferentation, the Riemann integral, fundamental theorem, exponential and trigonometric functions. Course Information: Credit is not given for both MATH 221 and either MATH 220 or MATH 234. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/ and either one year of high school calculus or a minimum score of 2 on the AB Calculus AP exam. Class Schedule Information: Students must register for one discussion and one lecture section beginning with the same letter. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",4,4,,, CS101 MATH231 MATH257,https://courses.illinois.edu/schedule/terms/MATH/221,MATH 220may be substituted.MATH 220is appropriate for students with no background in calculus. 4 of 5 credit hours count towards degree.
