course_id,name,credit_hours,description,prerequisite,link
ACCY 201,Accounting and Accountancy I,3,"Develops a foundation for understanding and analyzing how accounting information is generated and interpreted by both external and internal decision makers. Students will begin by identifying the information conveyed in each of the basic financial statements and understand the way that this information is used by different external decision makers. Students will then focus on information used by management, with an emphasis on analysis to facilitate and guide management decision making, planning and control. Credit is not given for both ACCY 201 and ACCY 200 . Prerequisite: Prior to enrollment in ACCY 201 , students must: 1) have completed either ECON 102 or ECON 103 ; AND 2) have completed or be concurrently enrolled in the remaining ECON 102 or ECON 103 course.","Prerequisite: Prior to enrollment in ACCY 201 , students must: 1) have completed either ECON 102 or ECON 103 ; AND 2) have completed or be concurrently enrolled in the remaining ECON 102 or ECON 103 course.",https://courses.illinois.edu/schedule/terms/ACCY/201
ACCY 202,Accounting and Accountancy II,3,"Further develops the student's understanding of accrual accounting, the goals and objectives of financial reporting, the information needs of end users, the qualities of useful information, as well as the financial statements and financial statement elements. Students will analyze and record progressively more complex transactions, continuing to take the economic event from inception to reporting. Recurring themes and foundational concepts are emphasized such that students can develop intuition for accounting measurement and reporting. Credit is not given for both ACCY 202 and ACCY 200 . Prerequisite: ACCY 201 or equivalent.",Prerequisite: ACCY 201 or equivalent.,https://courses.illinois.edu/schedule/terms/ACCY/202
ACCY 290,Prof Internship in Accountancy,0 to 3,"Formalized learning experience in combination with practice of accounting while engaged in an internship with a public accounting firm, business, or other off-campus organization; prior approval of learning plan and a summary report of learning experience are required. Approved for Letter and S/U grading. May be repeated in subsequent terms to a maximum of 3 hours. Prerequisite: Open to Department of Accountancy students; completion of ACCY 201 and ACCY 202 (or equivalent); and consent of department.",Prerequisite: Open to Department of Accountancy students; completion of ACCY 201 and ACCY 202 (or equivalent); and consent of department.,https://courses.illinois.edu/schedule/terms/ACCY/290
ACCY 301,Atg Measurement & Disclosure,3,"Introduction to measurement and reporting of organizational performance for strategic and operational purposes with a focus on a variety of financial and non-financial performance measures suitable for both internal and external decision-making. Projects, together with a series of practical workshops, facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent and recommend concurrent enrollment in ACCY 302 for Accountancy majors.",Prerequisite: ACCY 202 or equivalent and recommend concurrent enrollment in ACCY 302 for Accountancy majors.,https://courses.illinois.edu/schedule/terms/ACCY/301
ACCY 302,Decision Making for Atg,3,"We will develop and apply a framework to better understand the specific types of accounting information managers need to make key operational and strategic decisions. Utilizing business case studies and real-world projects, the course will also develop skills in gathering, visualizing, and statistically analyzing this accounting information to inform these important decisions. Prerequisite: ACCY 202 or equivalent; BADM 210 or concurrent enrollment or equivalent; and recommend concurrent enrollment in ACCY 301 for Accountancy majors.",Prerequisite: ACCY 202 or equivalent; BADM 210 or concurrent enrollment or equivalent; and recommend concurrent enrollment in ACCY 301 for Accountancy majors.,https://courses.illinois.edu/schedule/terms/ACCY/302
ACCY 303,Accounting Institutions and Regulation,3,"Measurement and reporting of firm's liabilities and shareholders' equity. Topics include current liabilities, contingencies, subsequent events, bonds, leases, pensions, equity issuance and repurchase, dividends, and equity-based compensation. Prerequisite: ACCY 301 and FIN 221 .",Prerequisite: ACCY 301 and FIN 221 .,https://courses.illinois.edu/schedule/terms/ACCY/303
ACCY 304,Accounting Control Systems,3,"Explores an important framework that highlights the vital roles accounting control systems play in shaping and implementing organizational strategy. Components of this framework include internal controls, organizational missions and values, codes of ethics, performance measurement, evaluation, and reward systems. Case studies, class discussions, group exercises, and field research projects emphasize critical reasoning, data analytics, teamwork, and written and oral communication. Prerequisite: ACCY 301 and ACCY 302 .",Prerequisite: ACCY 301 and ACCY 302 .,https://courses.illinois.edu/schedule/terms/ACCY/304
ACCY 312,Principles of Taxation,3,"Introduction to the United States federal income tax system with an emphasis on income tax determination and the taxation of property transactions. Topics include the tax environment, tax provisions relevant to businesses, employees and business owners. Projects facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent.",Prerequisite: ACCY 202 or equivalent.,https://courses.illinois.edu/schedule/terms/ACCY/312
ACCY 321,Principles of Public Policy,3,"Same as ACE 321 , BADM 303 , and PS 321 . See PS 321 .",,https://courses.illinois.edu/schedule/terms/ACCY/321
ACCY 375,Career Pathways in Accountancy,1,"Career Pathways in Accountancy is an enrichment program where you will explore accounting-related career paths, build skills for success, and connect with other Accountancy students and professionals. The goal of CPA is to accelerate students’ learning by providing experiences that connect the classroom to real-world accounting and related careers. The course is intended for students who are in the early stages of deciding their specific career path and interviewing for internships and full-time positions. Prerequisite: Restricted to Gies College of Business Accountancy and Accountancy + DS majors and/or intention to declare Accountancy major.",Prerequisite: Restricted to Gies College of Business Accountancy and Accountancy + DS majors and/or intention to declare Accountancy major.,https://courses.illinois.edu/schedule/terms/ACCY/375
ACCY 398,Practical Problems in Atg,0 to 16,"Course covers the professional standards relating to corporate financial reporting, taxation, auditing and public sector reporting. Serves as a review course for the Uniform Certified Public Accountant (CPA) Examination. Approved for Letter and S/U grading. May be repeated up to 16 hours in separate terms, if topics vary. Credit is not given towards degree requirements. Prerequisite: Consent of the Department. Intended for students enrolled in the BS in Accountancy, MAS, and MSA programs. Students from other UIUC programs must demonstrate that they have taken courses in financial accounting (beyond introductory level), cost/managerial accounting (beyond introductory level), auditing, and taxation.",Prerequisite: Consent of the Department.,https://courses.illinois.edu/schedule/terms/ACCY/398
ACCY 405,Assurance and Attestation,3,"Conceptual introduction to diverse means by which assurers improve the quality of information used by third parties for contracting purposes, with emphases on the credibility- and relevance-enhancement properties of assurers' services. Topics include the economics of assurance and attestation, and concepts including independence, risk, evidence, and control. Projects facilitate self-discovery of knowledge and development of professional skills and attitudes. 3 undergraduate hours. 3 graduate hours. Prerequisite: ACCY 304 or consent of department.",Prerequisite: ACCY 304 or consent of department.,https://courses.illinois.edu/schedule/terms/ACCY/405
ACCY 415,Auditing Stds and Practice,3,"Framework for understanding and evaluating the professional auditing standards for assurance services. Model of financial reporting provides an overview of the types of information disseminated by companies to external users, and provides the basis for identifying professional standards areas for future standards' development. 3 undergraduate hours. No graduate credit. Credit is not given for both ACCY 415 and ACCY 515 . Prerequisite: ACCY 304 or consent of department.",Prerequisite: ACCY 304 or consent of department.,https://courses.illinois.edu/schedule/terms/ACCY/415
